,Location,Price,Name,area,Feature2,Feature3,Feature4,Feature5,Feature6,Feature10
182,"Địa chỉ: 168 Đường Hoàng Diệu, Phường Nam Dương, Quận Hải Châu, Đà Nẵng",1.7 triệu,CHO THUÊ PHÒNG TRỌ TRUNG TÂM THÀNH PHỐ GIÁ MỀM,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 22:52 29/04/2021","Ngày hết hạn: Thứ 3, 22:52 04/05/2021",
183,"Địa chỉ: 388/2 Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",3 triệu,Phòng trọ đường Núi Thành 30 + 20m2,30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 19:55 29/04/2021","Ngày hết hạn: Thứ 3, 19:55 04/05/2021",
184,"Địa chỉ: Kiệt 4 Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",3.8 triệu,"Nhà một trệt, một lầu 30m2, đầy đủ nội thất ngay Quận Hải Châu",30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 15:51 29/04/2021","Ngày hết hạn: Thứ 3, 15:51 04/05/2021",
185,"Địa chỉ: Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",2.5 triệu,Cho thuê phòng trọ có gác lửng,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 11:00 27/04/2021","Ngày hết hạn: Thứ 3, 11:00 04/05/2021",
186,"Địa chỉ: K81/52 Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",1.6 triệu,"Cho thuê Phòng số 4, 20m2, wc khép kín",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 11:57 25/04/2021","Ngày hết hạn: Thứ 6, 11:57 30/04/2021",
187,"Địa chỉ: 248/6 Đường Cách Mạng Tháng Tám, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",1.8 triệu,Địa chỉ 248/6 Cách Mạng Tháng 8 Phòng rộng có gác lững. Đường 5m5,23m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 09:57 24/04/2021","Ngày hết hạn: Thứ 5, 09:57 29/04/2021",
188,"Địa chỉ: Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",1.8 triệu,Cho thuê phòng trọ mới cao cấp,16m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 06:13 24/04/2021","Ngày hết hạn: Thứ 3, 06:12 04/05/2021",
189,"Địa chỉ: Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",2 triệu,Phòng Trọ Quận Hải Châu Gần ĐH NGoại Ngữ,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 14:34 17/04/2021","Ngày hết hạn: Thứ 5, 14:34 22/04/2021",
190,"Địa chỉ: K 126/15 Đường Cách Mạng Tháng Tám, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",3.8 triệu,"Cần cho thuê nhà 1pn, có sân vườn giá rẻ tại Đà Nẵng",70m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 10:30 17/04/2021","Ngày hết hạn: Thứ 5, 10:30 22/04/2021",
191,"Địa chỉ: Kiệt 211 Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",1.1 triệu,Cho nữ SV/nhân viên văn phòng thuê phòng,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 18:13 14/04/2021","Ngày hết hạn: Thứ 2, 18:13 19/04/2021",
192,"Địa chỉ: Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",1.2 triệu,"Cho thuê phòng trọ giá rẻ tại phường Xuân Hà, quận Thanh Khê, Đà Nẵng",13m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nam,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 11:07 14/04/2021","Ngày hết hạn: Thứ 6, 11:07 14/05/2021",
193,"Địa chỉ: H85/42/K448 Đường Trưng Nữ Vương, Quận Hải Châu, Đà Nẵng",1.2 triệu,"Cho thuê phòng trọ ở trung tâm giá rẻ, gần chợ, gần trường học",18m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 15:11 13/04/2021","Ngày hết hạn: Chủ Nhật, 15:11 18/04/2021",
194,"Địa chỉ: Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",1 triệu,Cho thuê phòng trọ Cẩm Lệ 1.000.000đ thoáng mát rộng rãi,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 16:46 05/04/2021","Ngày hết hạn: Thứ 7, 16:46 10/04/2021",
195,"Địa chỉ: 146 Bùi Vịnh, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",2.5 triệu,"Còn 1 phòng trống sạch sẽ, có gác lững. Khu an ninh tốt",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 20:43 02/04/2021","Ngày hết hạn: Thứ 4, 20:43 07/04/2021",
196,"Địa chỉ: Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",2 triệu,Phòng trọ 2 mặt tiền Liên Chiểu,30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 11:35 02/04/2021","Ngày hết hạn: Thứ 4, 11:35 07/04/2021",
197,"Địa chỉ: 20 Đường Tiên Sơn 18, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",2.5 triệu,Phòng trọ tiện nghi gần trường đại học,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 11:21 01/04/2021","Ngày hết hạn: Thứ 6, 09:53 09/04/2021",
198,"Địa chỉ: Hải Triều, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu,"Cho thuê phòng trọ 30m2, nhà chỉ có 2 phòng, thoáng mát.",30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 22:03 31/03/2021","Ngày hết hạn: Thứ 2, 22:03 05/04/2021",
199,"Địa chỉ: 183/23 Trần Xuân Lê Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",2 triệu,Cho thuê phòng trọ 249 Hà Huy Tập,18.5m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 11:20 31/03/2021","Ngày hết hạn: Thứ 2, 11:20 05/04/2021",
200,"Địa chỉ: K10H11/5 Đường Phạm Văn Nghị, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",1.4 triệu,"Cho thuê phòng trọ gần Đại Học Duy Tân, gần bệnh viện Hoàn Mỹ, gần chợ Tân Lập, khg chung chủ, giờ giấc tự do",16m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nam,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 13:52 27/03/2021","Ngày hết hạn: Thứ 5, 13:52 01/04/2021",
201,"Địa chỉ: K37/2 Đường Hà Huy Tập, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",1.2 triệu,"Cho thuê phòng trọ bình dân nơi có an ninh, trật tự",9m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 16:04 26/03/2021","Ngày hết hạn: Thứ 4, 16:04 31/03/2021",
202,"Địa chỉ: 50 Đường Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",2.5 triệu,"PHÒNG RẺ 2,5tr - Thang Máy - Đủ Nội Thất",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 09:46 22/03/2021","Ngày hết hạn: Thứ 7, 09:46 27/03/2021",
203,"Địa chỉ: 82 Đường Thanh Tịnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2.4 triệu,Nhà trọ bến xe trung tâm đầy đủ tiện nghi,15m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 19:30 18/03/2021","Ngày hết hạn: Thứ 3, 19:30 23/03/2021",
204,"Địa chỉ: 65/5 Đinh Tiên Hoàng, Quận Hải Châu, Đà Nẵng",2.5 triệu, CHO THUÊ PHÒNG GIÁ HẤP DẪN GẦN CHỢ TAM GIÁC - NGAY TRUNG TÂM THÀNH PHỐ,30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 08:38 18/03/2021","Ngày hết hạn: Thứ 3, 08:38 23/03/2021",
205,"Địa chỉ: Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",2.5 triệu,"PHÒNG TRỌ GIÁ TỐT TẠI HẢI CHÂU- GẦN BIG C, ĐH SƯ PHẠM KỸ THUẬT,ĐH MỞ",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 11:03 17/03/2021","Ngày hết hạn: Thứ 2, 11:03 22/03/2021",
206,"Địa chỉ: 45/118 Đường K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",2.2 triệu,Phòng trọ cao cấp BV 600 giường- Full nắng gió - An ninh camera - Tự do giờ giấc,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 21:20 16/03/2021","Ngày hết hạn: Chủ Nhật, 21:20 21/03/2021",
207,"Địa chỉ: Bình An 1, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",,"Cho thuê phòng trọ (khu vực Hải Châu, Đà Nẵng) (Đã hết phòng)",18m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 15:52 15/03/2021","Ngày hết hạn: Thứ 7, 15:52 20/03/2021",
208,"Địa chỉ: K171 Nguyễn Duy Trinh, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",1 triệu,Cho thuê phòng trọ giá mềm 1tr thoáng mát sạch sẽ có thể ở 2-3 người. Lh : 0793696582 ( quyên),20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 12:53 15/03/2021","Ngày hết hạn: Thứ 7, 12:53 20/03/2021",
209,"Địa chỉ: 119 Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2.5 triệu,Phòng Trọ Đầy Đủ Tiện Nghi Quận Cẩm Lệ,30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 05:41 15/03/2021","Ngày hết hạn: Thứ 7, 05:41 20/03/2021",
210,"Địa chỉ: 814b/23 Trần Cao Vân, Quận Thanh Khê, Đà Nẵng",2.2 triệu,Phòng trọ điều hoà trung tâm thanh khê,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 10:31 14/03/2021","Ngày hết hạn: Thứ 6, 10:31 19/03/2021",
211,"Địa chỉ: Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2 triệu,Cho thuê phòng trọ mặt tiền 65 Nguyễn Nhược Pháp phường Hòa Minh Liên Chiểu Đà Nẵng,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 18:30 13/03/2021","Ngày hết hạn: Thứ 5, 18:30 18/03/2021",
212,"Địa chỉ: 35 Đường Tạ Hiện, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",3.5 triệu,Cho thuê căn hộ mini Tạ Hiện - Hải Châu - Đà Nẵng - Đầy nắng và gió,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 15:32 13/03/2021","Ngày hết hạn: Thứ 5, 15:32 18/03/2021",
213,"Địa chỉ: 107 Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",3 triệu,Cho thuê phòng trọ Hoàng Thúc Trâm - Hải Châu – Đà Nẵng,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 15:32 13/03/2021","Ngày hết hạn: Thứ 5, 15:32 18/03/2021",
214,"Địa chỉ: Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",2.5 triệu,"PHÒNG TRỌ GIÁ TỐT TẠI HẢI CHÂU - GẦN TRƯỜNG SƯ PHẠM KỸ THUẬT, ĐH MỞ",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 09:45 13/03/2021","Ngày hết hạn: Thứ 5, 09:45 18/03/2021",
215,"Địa chỉ: Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",2.5 triệu,"PHÒNG TRỌ CAO CẤP TẠI TRUNG TÂM- GẦN BIG C, ĐH SƯ PHẠM KỸ THUẬT,ĐH MỞ",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 09:41 13/03/2021","Ngày hết hạn: Thứ 5, 09:41 18/03/2021",
216,"Địa chỉ: Trần Huy Liệu, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",2.5 triệu,PHÒNG TRỌ CAO CẤP GIÁ RẺ TẠI ĐÀ NẴNG,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 09:36 13/03/2021","Ngày hết hạn: Thứ 5, 09:36 18/03/2021",
217,"Địa chỉ: Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2.5 triệu,PHÒNG TRỌ GIÁ RẺ TRUNG TÂM ĐÀ NẴNG,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 09:30 13/03/2021","Ngày hết hạn: Thứ 5, 09:30 18/03/2021",
218,"Địa chỉ: Hoàng Hoàng Văn Thái, Quận Liên Chiểu, Đà Nẵng",1 triệu,Phòng trọ 16m2 hoàng minh thảo,16m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 17:36 12/03/2021","Ngày hết hạn: Thứ 4, 17:36 17/03/2021",
219,"Địa chỉ: Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",2.5 triệu,"PHÒNG TRỌ GIÁ TỐT HẢI CHÂU- GẦN BIG C, ĐH SƯ PHẠM KỸ THUẬT",22m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 09:53 10/03/2021","Ngày hết hạn: Thứ 2, 09:53 15/03/2021",
220,"Địa chỉ: Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2.5 triệu,PHÒNG TRỌ TIỂU LA GIÁ RẺ TRUNG TÂM THÀNH PHỐ,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 09:50 10/03/2021","Ngày hết hạn: Thứ 2, 09:50 15/03/2021",
221,"Địa chỉ: 398 Đường Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2.5 triệu,"HOT HOT HOT Phòng trọ sạch sẽ, tháng mát, tiện nghi",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 09:13 09/03/2021","Ngày hết hạn: Chủ Nhật, 09:13 14/03/2021",
222,"Địa chỉ: Trần Huy Liệu, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",2.5 triệu,"PHÒNG TRỌ GIÁ TỐT TẠI CẨM LỆ -GẦN ĐH ĐÔNG Á, KIẾN TRÚC",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 14:27 08/03/2021","Ngày hết hạn: Thứ 7, 14:27 13/03/2021",
223,"Địa chỉ: Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",1.5 triệu,"CHO THUÊ PHÒNG TRỌ NẠI HIÊN ĐÔNG, SƠN TRÀ",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 15:50 07/03/2021","Ngày hết hạn: Thứ 6, 15:50 12/03/2021",
224,"Địa chỉ: Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2.5 triệu,PHÒNG TRỌ GIÁ RẺ TRUNG TÂM THÀNH PHỐ ĐÀ NẴNG,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 10:13 05/03/2021","Ngày hết hạn: Thứ 4, 10:13 10/03/2021",
225,"Địa chỉ: Nguyễn Đức Thuận, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",3.5 triệu,PHÒNG TRỌ GIÁ TỐT FULL NỘI THẤT GẦN ĐH KINH TẾ,45m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 09:14 05/03/2021","Ngày hết hạn: Thứ 4, 09:14 10/03/2021",
226,"Địa chỉ: Đường Ông Ích Khiêm, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",2.5 triệu,"PHÒNG TRỌ GIÁ RẺ TẠI TRUNG TÂM- GẦN BIG C, ĐH SƯ PHẠM KỸ THUẬT",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 09:59 04/03/2021","Ngày hết hạn: Thứ 3, 09:59 09/03/2021",
227,"Địa chỉ: Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2.5 triệu,PHÒNG TRỌ GIÁ RẺ TẠI TRUNG TÂM- GẦN CẦU RỒNG,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 09:50 04/03/2021","Ngày hết hạn: Thứ 3, 09:50 09/03/2021",
228,"Địa chỉ: Đường Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",2.5 triệu,"PHÒNG TRỌ GIÁ RẺ TẠI CẨM LỆ -GẦN ĐH ĐÔNG Á, KIẾN TRÚC",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 09:44 04/03/2021","Ngày hết hạn: Thứ 3, 09:44 09/03/2021",
229,"Địa chỉ: Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",2.5 triệu,PHÒNG TRỌ GIÁ TỐT TRUNG TÂM THÀNH PHỐ ĐÀ NẴNG,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 09:30 04/03/2021","Ngày hết hạn: Thứ 3, 09:30 09/03/2021",
230,"Địa chỉ: 01 Dương Bá Cung, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2.2 triệu,Phong trọ cho thuê siêu đẹp. Diện tích 30m2,30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 09:14 04/03/2021","Ngày hết hạn: Thứ 3, 09:14 09/03/2021",
231,"Địa chỉ: 06 Nam Thành, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu,Cho thuê căn hộ sát bên cạnh chợ Non Nước - Ngũ Hành Sơn,32m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 17:28 01/03/2021","Ngày hết hạn: Thứ 7, 17:28 06/03/2021",
232,"Địa chỉ: K06/39 Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",700.000 đ,"Phòng trọ giá rẻ bình dân chỉ từ 700k - 1 triệu đồng gần chợ Thanh Khê siêu thị Coopmart, an ninh",10m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 18:57 28/02/2021","Ngày hết hạn: Thứ 3, 18:56 30/03/2021",
233,"Địa chỉ: Nguyễn Tri Phương, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",1.5 triệu,Cho thuê phòng trọ giành cho nữ,15m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 18:02 28/02/2021","Ngày hết hạn: Thứ 6, 18:02 05/03/2021",
234,"Địa chỉ: 72 an hải đông 1 An Cư 3, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",1 triệu,"Phòng trọ giá rẻ, khu dân trí cao, an ninh tốt",12m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 12:13 28/02/2021","Ngày hết hạn: Thứ 6, 12:13 05/03/2021",
235,"Địa chỉ: Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",2.5 triệu,"CHO THUÊ PHÒNG TẠI KHÁCH SẠN VIEW BIỂN, GẦN NÚI NGŨ HÀNH SƠN",30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 11:57 28/02/2021","Ngày hết hạn: Thứ 6, 11:57 05/03/2021",
236,"Địa chỉ: Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1 triệu,Cho thuê phòng trọ sinh viên gần đh bách khoa đà nẵng,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 15:40 27/02/2021","Ngày hết hạn: Thứ 5, 15:40 04/03/2021",
237,"Địa chỉ: Đường Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",3.5 triệu,Cho thuê nhà đầy đủ nội thất ngay trung tâm thành phố,30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 11:06 27/02/2021","Ngày hết hạn: Thứ 5, 11:06 04/03/2021",
238,"Địa chỉ: Kiệt 249 Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",1.5 triệu,Phòng trọ sinh viên giá rẻ gần các trường Đại học trên phố,18m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 10:26 25/02/2021","Ngày hết hạn: Thứ 3, 10:26 02/03/2021",
239,"Địa chỉ: 05 Đường Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",2.3 triệu,"Phòng trọ cho thuê giá rẻ, có máy giặt chung, bảo vệ 24/24",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 19:42 24/02/2021","Ngày hết hạn: Thứ 2, 19:42 01/03/2021",
240,"Địa chỉ: 06 Đường Nam Sơn 3, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",1 triệu,Cho thuê phòng trọ 06 Nam Sơn 3,12m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 14:45 24/02/2021","Ngày hết hạn: Thứ 2, 14:45 01/03/2021",
241,"Địa chỉ: tổ 19 Đường Bình Kỳ, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",1.4 triệu,"Phòng trọ có gác 1.4tr sạch sẽ, an ninh Bình Kỳ ĐN",30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 17:18 23/02/2021","Ngày hết hạn: Thứ 2, 17:18 01/03/2021",
242,"Địa chỉ: 9 Đường Mỹ An 6, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",1.5 triệu,"Cho thuê phòng trọ- Địa chỉ: Đường Mỹ an 6, Phường Mỹ an, Quận Ngũ hành Sơn, Đà nẵng",15m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 13:55 23/02/2021","Ngày hết hạn: Chủ Nhật, 13:55 28/02/2021",
243,"Địa chỉ: 15 Phố Mạc Thiên Tích, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",3 triệu,Phòng trọ tiện nghi giá tốt gần Lê Văn Hiến,30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 12:41 23/02/2021","Ngày hết hạn: Thứ 3, 12:41 02/03/2021",
